"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","TaxonName","AccYear","ItemLocationName","IUCNRedList","IUCNRedListCode","LifeForm","NationalRedListCode","NationalRedList","RegionalRedList","RegionalRedListCode","Locality","MaterialType","AltitudeFrom","AltitudeTo","CoordLatDD","CoordLongDD","CountryName","ItemAccNoRef","ContactNameFull","TaxonNameFull","ItemAccNoFull","Cultivar","AccNoCons","CollNo","DetType","ProvenanceCode","ItemNo","AtrA_Variant","Collector","ItemConsNo","ItemStatusDate","ItemStatusCode","ItemType","AccNoFull","CollName","AccNo","CollNo.1","CollCode","Genus","ItemLocationRef","ItemSpecCount","SpecCount","variant"
"241","Carya laciniosa","Pecan/hickory","Primary","","",NA,"","Carya laciniosa",2006,"Bannister","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.01","","38243/0-5655-2006","","","W",1,"","Thibeault, Mark",NA,"2019-07-26","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12",""
"242","Carya laciniosa","Pecan/hickory","Primary","","",NA,"","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","2006-0341.03","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.04","","38243/0-5655-2006","","","W",4,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12",""
"243","Carya laciniosa","Pecan/hickory","Primary","","",NA,"","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","2006-0341.03","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.07","","38243/0-5655-2006","","","W",7,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12",""
"244","Carya laciniosa","Pecan/hickory","Primary","","",NA,"","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.03","","38243/0-5655-2006","","","W",3,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12",""
"245","Carya laciniosa","Pecan/hickory","Primary","","",NA,"","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","2006-0341.03","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.06","","38243/0-5655-2006","","","W",6,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12",""
"246","Carya ovata","Hickory","Primary","","",NA,"","Carya ovata",2017,"Nursery","","","Tree","","","","","Thames Talbot Land Trust Property - Hawk Cliff Woods","seed",NA,NA,42.669367,-81.171757,"Canada","","Stormes, Ben","Carya ovata (Mill.) K.Koch","2017-0377.88","","","bjs.17.065","","W",88,"","Stormes, Ben",NA,"2020-06-12","PRO","Planting","2017-0377","UBC Botanical Garden",377,"bjs.17.065","UBC","Carya","","3","many",""
"247","Carya ovata","Hickory","Primary","","",NA,"","Carya ovata",2006,"Rafinesque","","","Tree","","","","","Lake Ontario shore, se Loyalist Twnshp, Lennox/Addington Co.","seed",NA,NA,NA,NA,"Canada","","Univ. of Guelph Arboretum","Carya ovata (Mill.) K.Koch","2006-0342.02","","38244/0-0125-2006","","","W",2,"","Fox, Sean",NA,"2020-01-23","O","Planting","2006-0342","UBC Botanical Garden",342,"","UBC","Carya","","1","10",""
"248","Carya ovata","Hickory","Primary","","",NA,"","Carya ovata",2006,"Tradescant","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","","Essex Region Conservation Authority","Carya ovata (Mill.) K.Koch","2006-0343.01","","38245/0-5655-2006","","","W",1,"","",NA,"2020-02-04","O","Planting","2006-0343","UBC Botanical Garden",343,"","UBC","Carya","","1","12",""
"249","Carya ovata","Hickory","Primary","","",NA,"","Carya ovata",2017,"Winter Garden","","","Tree","","","","","Thames Talbot Land Trust Property - Hawk Cliff Woods","seed",NA,NA,42.669367,-81.171757,"Canada","2017-0377.88","Stormes, Ben","Carya ovata (Mill.) K.Koch","2017-0377.01","","","bjs.17.065","","W",1,"","Stormes, Ben",NA,"2020-12-07","P","Planting","2017-0377","UBC Botanical Garden",377,"bjs.17.065","UBC","Carya","","1","many",""
"250","Carya ovata","Pecan/hickory","Primary","","",NA,"","Carya ovata",2017,"Nursery","","","Tree","","","","","Thames Talbot Land Trust Property - Hawk Cliff Woods","seed",NA,NA,42.669367,-81.171757,"Canada","","Stormes, Ben","Carya ovata (Mill.) K.Koch","2017-0377.88","","","bjs.17.065","","W",88,"","Stormes, Ben",NA,"2020-06-12","PRO","Planting","2017-0377","UBC Botanical Garden",377,"bjs.17.065","UBC","Carya","","3","many",""
"251","Carya ovata","Pecan/hickory","Primary","","",NA,"","Carya ovata",2006,"Rafinesque","","","Tree","","","","","Lake Ontario shore, se Loyalist Twnshp, Lennox/Addington Co.","seed",NA,NA,NA,NA,"Canada","","Univ. of Guelph Arboretum","Carya ovata (Mill.) K.Koch","2006-0342.02","","38244/0-0125-2006","","","W",2,"","Fox, Sean",NA,"2020-01-23","O","Planting","2006-0342","UBC Botanical Garden",342,"","UBC","Carya","","1","10",""
"252","Carya ovata","Pecan/hickory","Primary","","",NA,"","Carya ovata",2006,"Tradescant","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","","Essex Region Conservation Authority","Carya ovata (Mill.) K.Koch","2006-0343.01","","38245/0-5655-2006","","","W",1,"","",NA,"2020-02-04","O","Planting","2006-0343","UBC Botanical Garden",343,"","UBC","Carya","","1","12",""
"253","Carya ovata","Pecan/hickory","Primary","","",NA,"","Carya ovata",2017,"Winter Garden","","","Tree","","","","","Thames Talbot Land Trust Property - Hawk Cliff Woods","seed",NA,NA,42.669367,-81.171757,"Canada","2017-0377.88","Stormes, Ben","Carya ovata (Mill.) K.Koch","2017-0377.01","","","bjs.17.065","","W",1,"","Stormes, Ben",NA,"2020-12-07","P","Planting","2017-0377","UBC Botanical Garden",377,"bjs.17.065","UBC","Carya","","1","many",""
"254","Carya tomentosa","Pecan/hickory",NA,NA,NA,NA,NA,"Carya tomentosa",2006,"Catesby","","","Tree","","","","","no details given","seed",NA,NA,NA,NA,"United States of America","2006-0344.01","Pinelands Nursery & Supply","Carya tomentosa (Lam.) Nutt.","2006-0344.04","","38246/0-5650-2006","","","W",4,"","Segal, Dan",NA,"2019-07-31","O","Planting","2006-0344","UBC Botanical Garden",344,"","UBC","Carya","","1","35",""
"255","Carya tomentosa","Pecan/hickory",NA,NA,NA,NA,NA,"Carya tomentosa",2006,"Catesby","","","Tree","","","","","no details given","seed",NA,NA,NA,NA,"United States of America","","Pinelands Nursery & Supply","Carya tomentosa (Lam.) Nutt.","2006-0344.01","","38246/0-5650-2006","","","W",1,"","Segal, Dan",NA,"2019-07-31","O","Planting","2006-0344","UBC Botanical Garden",344,"","UBC","Carya","","1","35",""
"256","Carya tomentosa","Pecan/hickory",NA,NA,NA,NA,NA,"Carya tomentosa",2006,"Catesby","","","Tree","","","","","no details given","seed",NA,NA,NA,NA,"United States of America","2006-0344.01","Pinelands Nursery & Supply","Carya tomentosa (Lam.) Nutt.","2006-0344.03","","38246/0-5650-2006","","","W",3,"","Segal, Dan",NA,"2019-07-31","O","Planting","2006-0344","UBC Botanical Garden",344,"","UBC","Carya","","1","35",""
"257","Carya tomentosa","Pecan/hickory",NA,NA,NA,NA,NA,"Carya tomentosa",2006,"Catesby","","","Tree","","","","","no details given","seed",NA,NA,NA,NA,"United States of America","2006-0344.01","Pinelands Nursery & Supply","Carya tomentosa (Lam.) Nutt.","2006-0344.02","","38246/0-5650-2006","","","W",2,"","Segal, Dan",NA,"2019-07-31","O","Planting","2006-0344","UBC Botanical Garden",344,"","UBC","Carya","","1","35",""
"258","Celtis occidentalis","Hackberry, Ornamental","","Graftstock","",NA,"","Celtis occidentalis",2011,"Clayton","","","Shrub or Tree","","","","","Connecticut River Rt. 5, Holyoke, Hamden County","seed",40,NA,42.25,-72.616667,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Celtis occidentalis L.","2011-0132.01","","40411/0-0065-2011","","","W",1,"","",NA,"2019-08-01","O","Planting","2011-0132","UBC Botanical Garden",132,"","UBC","Celtis","","1","10",""
"259","Celtis occidentalis","Hackberry, Ornamental","","Graftstock","",NA,"","Celtis occidentalis",2011,"Rafinesque","","","Shrub or Tree","","","","","Connecticut River Rt. 5, Holyoke, Hamden County","seed",40,NA,42.25,-72.616667,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Celtis occidentalis L.","2011-0132.02","","40411/0-0065-2011","","","W",2,"","",NA,"2020-01-23","O","Planting","2011-0132","UBC Botanical Garden",132,"","UBC","Celtis","","1","10",""
"260","Celtis occidentalis","Hackberry, Ornamental","","Graftstock","",NA,"","Celtis occidentalis",2011,"Bartram","","","Shrub or Tree","","","","","Connecticut River Rt. 5, Holyoke, Hamden County","seed",40,NA,42.25,-72.616667,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Celtis occidentalis L.","2011-0132.04","","40411/0-0065-2011","","","W",4,"","",NA,"2020-01-09","O","Planting","2011-0132","UBC Botanical Garden",132,"","UBC","Celtis","","1","10",""
"261","Comarum palustre","Strawberry","Tertiary","","",NA,"","Comarum palustre",1977,"Bog and adjacent pond","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","Elkford,BC","plant",NA,NA,NA,NA,"Canada","","Rose, Allan A.","Comarum palustre L.","1977-0169.01","","14516/0-0284-1977","AAR.77675","","W",1,"","Rose, Allan A.",NA,"2016-05-01","O","Planting","1977-0169","UBC Botanical Garden",169,"AAR.77675","UBC","Comarum","","2","2",""
"262","Corylus americana","Hazelnut","Secondary","","Biotic",NA,"Disease Resistance (B)","Corylus americana",2006,"Bannister","Least concern","LC","Shrub","","","","","Piedmont Forest, Chapel Hill","seed",NA,NA,NA,NA,"United States of America","2006-0425.01","Cronk, Quentin CB","Corylus americana Marshall","2006-0425.02","","38327/0-5649-2006","","","W",2,"","Cronk, Quentin",NA,"2019-07-26","O","Planting","2006-0425","UBC Botanical Garden",425,"","UBC","Corylus","","1","10",""
"263","Corylus americana","Hazelnut","Secondary","","Biotic",NA,"Disease Resistance (B)","Corylus americana",2006,"Bannister","Least concern","LC","Shrub","","","","","Piedmont Forest, Chapel Hill","seed",NA,NA,NA,NA,"United States of America","","Cronk, Quentin CB","Corylus americana Marshall","2006-0425.01","","38327/0-5649-2006","","","W",1,"","Cronk, Quentin",NA,"2019-07-26","O","Planting","2006-0425","UBC Botanical Garden",425,"","UBC","Corylus","","1","10",""
"264","Corylus americana","Hazelnut","Secondary","","Biotic",NA,"Disease Resistance (B)","Corylus americana",2006,"Bannister","Least concern","LC","Shrub","","","","","Piedmont Forest, Chapel Hill","seed",NA,NA,NA,NA,"United States of America","2006-0425.01","Cronk, Quentin CB","Corylus americana Marshall","2006-0425.04","","38327/0-5649-2006","","","W",4,"","Cronk, Quentin",NA,"2019-07-26","O","Planting","2006-0425","UBC Botanical Garden",425,"","UBC","Corylus","","1","10",""
"265","Corylus americana","Hazelnut","Secondary","","Biotic",NA,"Disease Resistance (B)","Corylus americana",2006,"Bannister","Least concern","LC","Shrub","","","","","Piedmont Forest, Chapel Hill","seed",NA,NA,NA,NA,"United States of America","2006-0425.01","Cronk, Quentin CB","Corylus americana Marshall","2006-0425.03","","38327/0-5649-2006","","","W",3,"","Cronk, Quentin",NA,"2019-07-26","O","Planting","2006-0425","UBC Botanical Garden",425,"","UBC","Corylus","","1","10",""
"266","Corylus cornuta","Hazelnut","Tertiary","","Biotic",NA,"Disease Resistance (B)","Corylus cornuta subsp. californica",2004,"Immediately ENE of J.K. Henry Lake on north side of fence path","","","Shrub","","","Yellow-listed British Columbia","YW","","unknown",NA,NA,NA,NA,"","","2003 Lost accession number, given new number","Corylus cornuta Marsh. subsp. californica (A.DC.) A.E.Murray","2004-0106.01","","37138/0-1003-2004","","","U",1,"","",NA,"2018-02-26","O","Planting","2004-0106","UBC Botanical Garden",106,"","UBC","Corylus","","1","1"," californica"
"267","Corylus cornuta","Hazelnut","Tertiary","","Biotic",NA,"Disease Resistance (B)","Corylus cornuta subsp. californica",2010,"Southmost central wooded bed","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Corylus cornuta Marsh. subsp. californica (A.DC.) A.E.Murray","2010-0545.01","","40128/0-0075-2010","","","U",1,"","",NA,"2016-05-01","O","Planting","2010-0545","UBC Botanical Garden",545,"","UBC","Corylus","","3","3"," californica"
"268","Corylus cornuta","Hazelnut","Tertiary","","Biotic",NA,"Disease Resistance (B)","Corylus cornuta subsp. californica",2010,"Middle central wooded bed","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Corylus cornuta Marsh. subsp. californica (A.DC.) A.E.Murray","2010-0537.01","","40120/0-0075-2010","","","U",1,"","",NA,"2016-05-01","O","Planting","2010-0537","UBC Botanical Garden",537,"","UBC","Corylus","","1","1"," californica"
"269","Corylus cornuta","Hazelnut","Tertiary","","Biotic",NA,"Disease Resistance (B)","Corylus cornuta subsp. californica",2004,"Entrance gate bed, northeast of access road","","","Shrub","","","Yellow-listed British Columbia","YW","","unknown",NA,NA,NA,NA,"","","Native/Naturalized Plants in UBC Garden components, Vancouver, BC, Canada","Corylus cornuta Marsh. subsp. californica (A.DC.) A.E.Murray","2004-0070.01","","37102/0-0999-2004","","","U",1,"","",NA,"2018-03-07","O","Planting","2004-0070","UBC Botanical Garden",70,"","UBC","Corylus","","1","1"," californica"
"270","Corylus cornuta","Hazelnut","Tertiary","","Biotic",NA,"Disease Resistance (B)","Corylus cornuta subsp. californica",2010,"Middle east bed adjacent to Ropes Course","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Corylus cornuta Marsh. subsp. californica (A.DC.) A.E.Murray","2010-0539.01","","40122/0-0075-2010","","","U",1,"","",NA,"2010-11-22","P","Planting","2010-0539","UBC Botanical Garden",539,"","UBC","Corylus","","1","1"," californica"
"271","Corylus cornuta","Hazelnut","Tertiary","","Biotic",NA,"Disease Resistance (B)","Corylus cornuta",2019,"Nursery","","","Shrub","","","","","Lake Temagami, Lake Access Road","seed",245,NA,46.965753,-79.998474,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Corylus cornuta Marshall","2019-1027.88","","","bjs.19.31","","W",88,"","Stormes, Ben",NA,"2020-07-09","PRO","Planting","2019-1027","UBC Botanical Garden",1027,"bjs.19.31","UBC","Corylus","","3","",""
"272","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa 'Mount Everest'",1972,"Bed 3 Europe (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","1972-0729.01","Lohbrunner Gardens & Mrs.Ethel, 1101 Lohbrunner Rd., Victoria, BC, Canada","Dasiphora fruticosa (L.) Rydb. 'Mount Everest'","1972-0729.02","'Mount Everest'","07664/0-0117-1972","","","G",2,"","",NA,"2019-08-27","O","Planting","1972-0729","UBC Botanical Garden",729,"","UBC","Dasiphora","Section 3","3","1","Mount Everest'"
"273","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",2020,"Winter Garden","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","2020-0575.01","Unknown (no record found)","Dasiphora fruticosa (L.) Rydb.","2020-0575.02","","","","","G",2,"","",NA,"2020-11-30","O","Planting","2020-0575","UBC Botanical Garden",575,"","UBC","Dasiphora","","1","2",""
"274","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa 'Mt. Townsend'",1998,"Bed 2 North America (Alpine Garden)","","","Herbaceous Perennial","","","","","Mt.Townsend,WA","plant",NA,NA,NA,NA,"United States of America","","Dan Hinkley, Heronswood Nursery, 7530 NE 288th St., Kingston, WA 98346, USA","Dasiphora fruticosa (L.) Rydb. 'Mt. Townsend'","1998-0309.01","'Mt. Townsend'","33872/0-0598-1998","","","G",1,"","",NA,"2020-05-28","O","Planting","1998-0309","UBC Botanical Garden",309,"","UBC","Dasiphora","Section 2","1","1","Mt. Townsend'"
"275","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",2010,"Bed 3 North America (Alpine Garden)","","","Shrub","","","Yellow-listed British Columbia","YW","Mt. Baldy Rd. west of Rock Creek, off Hwy 3, 300m west of cattleguard","seed",1029,NA,NA,NA,"Canada","","Hine, Brent Allyn","Dasiphora fruticosa (L.) Rydb.","2010-0468.01","","40051/0-0620-2010","BAH.10-037","","W",1,"","Hine, Brent",NA,"2019-06-18","O","Planting","2010-0468","UBC Botanical Garden",468,"BAH.10-037","UBC","Dasiphora","Section 1","3","70",""
"276","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa 'Yellow Gem'",1976,"Bed 2 Cactus House (Alpine Garden)","","","Shrub","","","","","Hurricane Ridge","plant",1829,NA,NA,NA,"United States of America","1976-0214.01","Mr. Robert Putnam, Kirkland, WA, USA","Dasiphora fruticosa (L.) Rydb. 'Yellow Gem'","1976-0214.07","'Yellow Gem'","13307/0-0214-1976","","","W",7,"","",NA,"2020-05-25","O","Planting","1976-0214","UBC Botanical Garden",214,"","UBC","Dasiphora","","12","1","Yellow Gem'"
"277","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",2020,"Winter Garden","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Dasiphora fruticosa (L.) Rydb.","2020-0575.01","","","","","G",1,"","",NA,"2020-11-30","O","Planting","2020-0575","UBC Botanical Garden",575,"","UBC","Dasiphora","","1","2",""
"278","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",2010,"Bed 3 North America (Alpine Garden)","","","Shrub","","","Yellow-listed British Columbia","YW","Mt. Baldy Rd. west of Rock Creek, off Hwy 3, 300m west of cattleguard","seed",1029,NA,NA,NA,"Canada","2010-0468.01","Hine, Brent Allyn","Dasiphora fruticosa (L.) Rydb.","2010-0468.02","","40051/0-0620-2010","BAH.10-037","","W",2,"","Hine, Brent",NA,"2019-06-18","O","Planting","2010-0468","UBC Botanical Garden",468,"BAH.10-037","UBC","Dasiphora","Section 1","3","70",""
"279","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa 'Primrose Beauty'",1995,"Bed 1 Europe (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","FOG Perennial Plant Sale, various years, UBC-BG, Vancouver, BC, Canada","Dasiphora fruticosa (L.) Rydb. 'Primrose Beauty'","1995-0653.01","'Primrose Beauty'","32037/0-0633-1995","","","G",1,"","",NA,"2019-08-06","O","Planting","1995-0653","UBC Botanical Garden",653,"","UBC","Dasiphora","Section 2","2","3","Primrose Beauty'"
"280","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa 'Yellow Gem'",1976,"Bed 5 North America (Alpine Garden)","","","Shrub","","","","","Hurricane Ridge","plant",1829,NA,NA,NA,"United States of America","","Mr. Robert Putnam, Kirkland, WA, USA","Dasiphora fruticosa (L.) Rydb. 'Yellow Gem'","1976-0214.01","'Yellow Gem'","13307/0-0214-1976","","","W",1,"","",NA,"2018-10-24","O","Planting","1976-0214","UBC Botanical Garden",214,"","UBC","Dasiphora","","1","1","Yellow Gem'"
"281","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa 'Gold Drop'",1974,"Bed 3 Europe (Alpine Garden)","","","Shrub","","","","","","unrooted cutting",NA,NA,NA,NA,"","1974-0418.01","Jim MacPhail, 1908 Westview Dr., North Vancouver, BC, Canada (ex-UBC-BG,ret.'94)","Dasiphora fruticosa (L.) Rydb. 'Gold Drop'","1974-0418.02","'Gold Drop'","09007/0-0156-1974","","","G",2,"","",NA,"2019-08-27","O","Planting","1974-0418","UBC Botanical Garden",418,"","UBC","Dasiphora","Section 3","3","4","Gold Drop'"
"282","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",2019,"Bed 3 North America (Alpine Garden)","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Dasiphora fruticosa (L.) Rydb.","2019-0791.01","","","","","U",1,"","",NA,"2019-07-11","O","Planting","2019-0791","UBC Botanical Garden",791,"","UBC","Dasiphora","Section 3","1","1",""
"283","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",2019,"Bed 3 North America (Alpine Garden)","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Dasiphora fruticosa (L.) Rydb.","2019-0790.01","","","","","U",1,"","",NA,"2019-07-11","O","Planting","2019-0790","UBC Botanical Garden",790,"","UBC","Dasiphora","Section 1","6","6",""
"284","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",1979,"Bed 1 Trough Courtyard (Alpine Garden)","","","Shrub","","","Yellow-listed British Columbia","YW","Sheep Mt.,WY","plant",NA,NA,NA,NA,"United States of America","","Jim MacPhail, 1908 Westview Dr., North Vancouver, BC, Canada (ex-UBC-BG,ret.'94)","Dasiphora fruticosa (L.) Rydb.","1979-0426.01","","18468/0-0156-1979","MW.79071","","W",1,"compact selection","MacPhail, Jim",NA,"2020-06-11","O","Planting","1979-0426","UBC Botanical Garden",426,"MW.79071","UBC","Dasiphora","","1","1",""
"285","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa subsp. floribunda",2001,"East Pinetum","","","Shrub","","","","","Dark Creek (unknown if BC or Yukon)","seed",NA,NA,NA,NA,"Canada","","Rocky Mountain Seed Service, Box 141, Golden, BC, V0A 1H0, 604-826-6766, Fax 604-820-2497","Dasiphora fruticosa (L.) Rydb. subsp. floribunda (Pursh) Kartesz","2001-0489.01","","36244/0-0675-2001","","","W",1,"","",NA,"2017-11-27","O","Planting","2001-0489","UBC Botanical Garden",489,"","UBC","Dasiphora","","4","100"," floribunda"
"286","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",2014,"Bed 3 North America (Alpine Garden)","","","Shrub","","","Yellow-listed British Columbia","YW","","seedling",NA,NA,NA,NA,"","","UBC Botanical Garden - Nonpropagation","Dasiphora fruticosa (L.) Rydb.","2014-0391.01","","42627/0-5487-2014","","","G",1,"","",NA,"2019-06-18","O","Planting","2014-0391","UBC Botanical Garden",391,"","UBC","Dasiphora","Section 1","1","1",""
"287","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa",2019,"Bed 3 North America (Alpine Garden)","","","Shrub","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Dasiphora fruticosa (L.) Rydb.","2019-0789.01","","","","","U",1,"white flowered","",NA,"2019-07-11","O","Planting","2019-0789","UBC Botanical Garden",789,"","UBC","Dasiphora","Section 1","1","1",""
"288","Dasiphora fruticosa","Strawberry","Tertiary","","",NA,"","Dasiphora fruticosa 'Yellow Gem'",1999,"Bed 2 Trough Courtyard (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Shop in the Garden","Dasiphora fruticosa (L.) Rydb. 'Yellow Gem'","1999-0309.01","'Yellow Gem'","34809/0-0628-1999","","","G",1,"","",NA,"2020-06-11","O","Planting","1999-0309","UBC Botanical Garden",309,"","UBC","Dasiphora","Section 3","1","3","Yellow Gem'"
"289","Dicentra formosa","Bleeding-Heart","Progenitor","","Agronomic",NA,"Ornamental Features (AG)","Dicentra formosa",2010,"Immediately ENE of J.K. Henry Lake on north side of fence path","","","Herbaceous Perennial","","","","","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Dicentra formosa (Andrews) Walp.","2010-0541.01","","40124/0-0075-2010","","","U",1,"","",NA,"2018-02-26","O","Planting","2010-0541","UBC Botanical Garden",541,"","UBC","Dicentra","","many","2",""
"290","Elymus glaucus","Wild Rye","Tertiary","","",NA,"","Elymus glaucus subsp. virescens",2005,"Along inside of fenceline","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","M. Vaartnou & Associates 11520 Kestrel Dr., Richmond B.C. V7E 4E2","Elymus glaucus Buckley subsp. virescens (Piper) Gould","2005-0332.01","","37912/0-5640-2005","","","G",1,"","",NA,"2008-01-14","C","Planting","2005-0332","UBC Botanical Garden",332,"","UBC","Elymus","","182","24"," virescens"
"291","Elymus glaucus","Wild Rye","Tertiary","","",NA,"","Elymus glaucus subsp. glaucus",2009,"Garry Oak Meadow and Woodland","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","Cowichan Garry Oak Preserve","seed",NA,NA,NA,NA,"Canada","","Cowichan Garry Oak","Elymus glaucus Buckley subsp. glaucus","2009-0188.01","","39434/0-5681-2009","","","W",1,"","",NA,"2009-06-10","P","Planting","2009-0188","UBC Botanical Garden",188,"","UBC","Elymus","","23","40"," glaucus"
"292","Elymus glaucus","Wild Rye","Tertiary","","",NA,"","Elymus glaucus subsp. glaucus",2019,"East Pinetum","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Propagation from Garden Collections","Elymus glaucus Buckley subsp. glaucus","2019-0716.01","","","","","Z",1,"","",NA,"2019-06-13","P","Planting","2019-0716","UBC Botanical Garden",716,"","UBC","Elymus","","45",""," glaucus"
"293","Elymus glaucus","Wild Rye","Tertiary","","",NA,"","Elymus glaucus subsp. glaucus",2009,"Rock wall to area by hairpin turn","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","David Chase property, Mt. Tzuhalem, Dist. N. Cowichan","seed",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Elymus glaucus Buckley subsp. glaucus","2009-0189.02","","39435/0-0212-2009","TAW.08-24","","W",2,"","Wheeler, Tom",NA,"2009-06-10","P","Planting","2009-0189","UBC Botanical Garden",189,"TAW.08-24","UBC","Elymus","","75","320"," glaucus"
"294","Elymus glaucus","Wild Rye","Tertiary","","",NA,"","Elymus glaucus subsp. glaucus",2009,"Along inside of fenceline","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","David Chase property, Mt. Tzuhalem, Dist. N. Cowichan","seed",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Elymus glaucus Buckley subsp. glaucus","2009-0189.01","","39435/0-0212-2009","TAW.08-24","","W",1,"","Wheeler, Tom",NA,"2009-06-10","P","Planting","2009-0189","UBC Botanical Garden",189,"TAW.08-24","UBC","Elymus","","75","320"," glaucus"
