"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","X..COLLECTION","TAXON","RECD_AS","W.wild.source.z.cultivated.source.but.of.known.wild.origin","PSOURCE_ORIGINAL","COLLECTION_INFORMATION","How.Received","Location.code","Qté","ID.verified","VERI_BY","VERI_DT","FAMILY","variant"
"594","Picea mariana","Spruce",NA,NA,NA,NA,NA,"1522-1966*A","Picea mariana","Picea mariana","W","Rivière Nabissipi, Co. Saguenay. Par: Y. Desmarais","Canada: Rivière Nabissipi, Saguenay - embouchure de la rivière.","PT","JALP-1","1"," "," "," ","Pinaceae",""
"595","Picea mariana","Spruce",NA,NA,NA,NA,NA,"1522-66-1987*B","Picea mariana","Picea mariana","W","Rivière Nabissipi, Co. Saguenay. Par: Y. Desmarais","Canada: Rivière Nabissipi, Saguenay - embouchure de la rivière.","PT","JALP-4","1"," "," "," ","Pinaceae",""
"596","Picea rubens","Spruce",NA,NA,NA,NA,NA,"2535-2012*A","Picea rubens","Picea rubens","G","Provenance inconnue"," ","PT","JPRE-ARC","4"," "," "," ","Pinaceae",""
"597","Picea rubens","Spruce",NA,NA,NA,NA,NA,"1096-2010*A","Picea rubens","Picea rubens","W","Inconnue"," ","PT","JPRE-PES","2"," "," "," ","Pinaceae",""
"598","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"2013-2012*A","Pinus banksiana","Pinus banksiana","W","Don de Linda Chicoine, étudiante à Louis-Riel, achat au Rendez-vous-horticole 1998.","Canada: Québec: Kamouraska.","PT","JALP-I","1"," "," "," ","Pinaceae",""
"599","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"3369-1988*G","Pinus banksiana","Pinus banksiana","G","Pépinière Cramer, Québec"," ","PT","JJAP-K1","1"," "," "," ","Pinaceae",""
"600","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"3369-1988*E","Pinus banksiana","Pinus banksiana","G","Pépinière Cramer, Québec"," ","PT","JJAP-E2","1"," "," "," ","Pinaceae",""
"601","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"981-1996*C","Pinus banksiana","Pinus sylvestris","G","Semences achetées, en 93 chez F.W. Schumacher co. Sandwich, Mass."," ","PT","JALP-1","1"," "," "," ","Pinaceae",""
"602","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"981-1996*A","Pinus banksiana","Pinus sylvestris","G","Semences achetées, en 93 chez F.W. Schumacher co. Sandwich, Mass."," ","PT","JALP-4","1"," "," "," ","Pinaceae",""
"603","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"3369-1988*C","Pinus banksiana","Pinus banksiana","G","Pépinière Cramer, Québec"," ","PT","JJAP-I1","1"," "," "," ","Pinaceae",""
"604","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"3369-1988*F","Pinus banksiana","Pinus banksiana","G","Pépinière Cramer, Québec"," ","PT","JJAP-J3","1"," "," "," ","Pinaceae",""
"605","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"444-1963*A","Pinus banksiana","Pinus banksiana","W","Lac Fou, La Tuque, G. Lemieux","Canada: Québec: Lac Fou, La Tuque. G. Lemieux s.n.","SD","JCHI-J","1"," "," "," ","Pinaceae",""
"606","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"1966-2001*C","Pinus banksiana","Pinus banksiana","G","Pépinière La Samare, Qc"," ","PT","JPRE-PIN","1"," "," "," ","Pinaceae",""
"607","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"981-1996*D","Pinus banksiana","Pinus sylvestris","G","Semences achetées, en 93 chez F.W. Schumacher co. Sandwich, Mass."," ","PT","JALP-T","1"," "," "," ","Pinaceae",""
"608","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"1283-2008*A","Pinus banksiana 'Schoodic'","Pinus banksiana 'Schoodic'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-5","1"," "," "," ","Pinaceae","Schoodic'"
"609","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"3369-1988*D","Pinus banksiana","Pinus banksiana","G","Pépinière Cramer, Québec"," ","PT","JJAP-I2","1"," "," "," ","Pinaceae",""
"610","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"2306-2004*A","Pinus banksiana","Pinus banksiana","U","Jalp Avant 1992"," ","XX","JALP-T","1"," "," "," ","Pinaceae",""
"611","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"2276-1998*A","Pinus banksiana","Pinus banksiana","G","Arbres non-enregistrés de la Pinède (JJAP,B1) Relevé fait par S.M.Bailleul."," ","PT","JJAP-B1","mass"," "," "," ","Pinaceae",""
"612","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"1966-2001*B","Pinus banksiana","Pinus banksiana","G","Pépinière La Samare, Qc"," ","PT","JPRE-ARC","1"," "," "," ","Pinaceae",""
"613","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"3369-1988*B","Pinus banksiana","Pinus banksiana","G","Pépinière Cramer, Québec"," ","PT","JJAP-E1","1"," "," "," ","Pinaceae",""
"614","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"2003-2013*A","Pinus banksiana 'Uncle Fogy'","Pinus banksiana 'Uncle Fogy'","G","Klehm's Song Sparrow "," ","PT","JFRU-ROC","1"," "," "," ","Pinaceae","Uncle Fogy'"
"615","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"1966-2001*A","Pinus banksiana","Pinus banksiana","G","Pépinière La Samare, Qc"," ","PT","JPRE-ARC","4"," "," "," ","Pinaceae",""
"616","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"2479-1992*C","Pinus banksiana","Pinus banksiana","G","Pépinière Villeneuve Enr. L'Assomption, Qué."," ","PT","JCHI-J","1"," "," "," ","Pinaceae",""
"617","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"1291-1963*B","Pinus banksiana","Pinus banksiana","U","Pép. prov., Berthier, P.Q."," ","PT","JCHI-J","1"," "," "," ","Pinaceae",""
"618","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"1291-1963*A","Pinus banksiana","Pinus banksiana","U","Pép. prov., Berthier, P.Q."," ","PT","JCHI-C","1"," "," "," ","Pinaceae",""
"619","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"982-1998*A","Pinus banksiana 'Schoodic'","Pinus banksiana 'Schoodic'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-ROC","1"," "," "," ","Pinaceae","Schoodic'"
"620","Pinus banksiana","Pine",NA,NA,NA,NA,NA,"2939-1990*A","Pinus banksiana","Pinus banksiana","G","Pépinière Cramer, Québec"," ","PT","JCHI-I","4"," "," "," ","Pinaceae",""
"621","Pinus contorta","Pine",NA,NA,NA,NA,NA,"1799-2008*A","Pinus contorta 'Taylor's Sunburst'","Pinus contorta 'Taylor's Sunburst'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-10B","1"," "," "," ","Pinaceae","Taylor's Sunburst'"
"622","Pinus contorta","Pine",NA,NA,NA,NA,NA,"119-1950*A","Pinus contorta","Pinus contorta","U","UBC Vancouver, CA"," ","SD","JALP-D","1"," "," "," ","Pinaceae",""
"623","Pinus contorta","Pine",NA,NA,NA,NA,NA,"2304-2004*A","Pinus contorta var. latifolia","Pinus contorta var. latifolia","U","Jalp Avant 1992"," ","XX","JALP-T","1"," "," "," ","Pinaceae","latifolia"
"624","Pinus contorta","Pine",NA,NA,NA,NA,NA,"1585-2002*A","Pinus contorta 'Taylor's Sunburst'","Pinus contorta 'Taylor's Sunburst'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JPTR","1"," "," "," ","Pinaceae","Taylor's Sunburst'"
"625","Pinus flexilis","Pine",NA,NA,NA,NA,NA,"1417-2007*A","Pinus flexilis 'Extra Blue'","Pinus flexilis 'Extra Blue'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JPTR","2"," "," "," ","Pinaceae","Extra Blue'"
"626","Pinus flexilis","Pine",NA,NA,NA,NA,NA,"1344-1989*C","Pinus flexilis 'Vanderwolf's Pyramid'","Pinus flexilis 'Vanderwolf's Pyramid'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-2","1"," "," "," ","Pinaceae","Vanderwolf's Pyramid'"
"627","Pinus flexilis","Pine",NA,NA,NA,NA,NA,"1946-2009*A","Pinus flexilis 'Cesarini Blue'","Pinus flexilis 'Cesarini Blue'","G","Patrick Studio, QC, CA"," ","PT","JFRU-20","1"," "," "," ","Pinaceae","Cesarini Blue'"
"628","Pinus monticola","Pine",NA,NA,NA,NA,NA,"1607-1964*A","Pinus monticola","Pinus sylvestris 'fastigiata'","G","1326-56 Pinus sylvestris fastigiata greffés sur 1432-62 P. sylvestris"," ","CT","JPRE-ALP","1"," "," "," ","Pinaceae",""
"629","Pinus monticola","Pine",NA,NA,NA,NA,NA,"2418-1988*A","Pinus monticola 'Rigby's Weeping'","Pinus monticola 'Rigby's Weeping'","G","Pép. Auclair & fils, QC"," ","PT","JALP-Z","1"," "," "," ","Pinaceae","Rigby's Weeping'"
"630","Pinus monticola","Pine",NA,NA,NA,NA,NA,"1827-1989*C","Pinus monticola","Pinus monticola","G","F.W. Schumacher Co. Inc, Sandwich, MA, USA"," ","SD","JALP-T","1"," "," "," ","Pinaceae",""
"631","Pinus ponderosa","Pine",NA,NA,NA,NA,NA,"2672-1995*A","Pinus ponderosa","Pinus ponderosa","U","Extrait du lot # 2841-51 Pinus ponderosa"," ","PT","JALP-D","1"," "," "," ","Pinaceae",""
"632","Pinus resinosa","Pine",NA,NA,NA,NA,NA,"2278-1998*B","Pinus resinosa","Pinus resinosa","G","Arbres non-enregistrés de la Pinède (JJAP,B1) Relevé fait par S.M.Bailleul. (voir obs.)"," ","PT","JJAP-M3","3"," "," "," ","Pinaceae",""
"633","Pinus resinosa","Pine",NA,NA,NA,NA,NA,"1723-2018*A","Pinus resinosa 'Morel'","Pinus resinosa 'Morel'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-17B","2"," "," "," ","Pinaceae","Morel'"
"634","Pinus resinosa","Pine",NA,NA,NA,NA,NA,"2278-1998*C","Pinus resinosa","Pinus resinosa","G","Arbres non-enregistrés de la Pinède (JJAP,B1) Relevé fait par S.M.Bailleul. (voir obs.)"," ","PT","JJAP-B2","mass"," "," "," ","Pinaceae",""
"635","Pinus resinosa","Pine",NA,NA,NA,NA,NA,"846-2011*A","Pinus resinosa","Pinus resinosa","G","Provenance inconnue"," ","PT","JPRE-ARC","1"," "," "," ","Pinaceae",""
"636","Pinus resinosa","Pine",NA,NA,NA,NA,NA,"2278-1998*A","Pinus resinosa","Pinus resinosa","G","Arbres non-enregistrés de la Pinède (JJAP,B1) Relevé fait par S.M.Bailleul. (voir obs.)"," ","PT","JJAP-B1","mass"," "," "," ","Pinaceae",""
"637","Pinus rigida","Pine",NA,NA,NA,NA,NA,"1359-2003*A","Pinus rigida 'Sand Beach'","Pinus rigida 'Sand Beach'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JVIV-U3","1"," "," "," ","Pinaceae","Sand Beach'"
"638","Pinus rigida","Pine",NA,NA,NA,NA,NA,"2307-2004*A","Pinus rigida 'Aurea'","Pinus rigida 'Aurea'","U","Jalp Avant 1992"," ","XX","JALP-T","1"," "," "," ","Pinaceae","Aurea'"
"639","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2277-1998*D","Pinus strobus","Pinus strobus","G","Arbres non-enregistrés de la Pinède (JJAP,B1) Relevé fait par S.M.Bailleul. (voir obs.)"," ","PT","JJAP-B2","mass"," "," "," ","Pinaceae",""
"640","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2277-1998*A","Pinus strobus","Pinus strobus","G","Arbres non-enregistrés de la Pinède (JJAP,B1) Relevé fait par S.M.Bailleul. (voir obs.)"," ","PT","JJAP-B1","mass"," "," "," ","Pinaceae",""
"641","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1955-1991*B","Pinus strobus","Pinus strobus","U","Collections du Jardin botanique de Montréal, de l'Alpinum, S.G."," ","PT","JCHI-I","1"," "," "," ","Pinaceae",""
"642","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2277-1998*C","Pinus strobus","Pinus strobus","G","Arbres non-enregistrés de la Pinède (JJAP,B1) Relevé fait par S.M.Bailleul. (voir obs.)"," ","PT","JJAP-L2","2"," "," "," ","Pinaceae",""
"643","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1576-1989*D","Pinus strobus 'Pendula'","Pinus strobus 'Pendula'","G","Vineland Nurseries, Vineland Station, Ont."," ","PT","JALP-2","1"," "," "," ","Pinaceae","Pendula'"
"644","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2502-1985*C","Pinus strobus 'Minima'","Pinus strobus 'Minima'","G","Vineland Nurseries, Vineland Station, Ont."," ","PT","JALP-M","1"," "," "," ","Pinaceae","Minima'"
"645","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1680-2009*A","Pinus strobus","Pinus strobus","G","Pépinière Villeneuve Enr., QC, CA"," ","PT","JINS-CHE","1"," "," "," ","Pinaceae",""
"646","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2543-1988*C","Pinus strobus 'Pumila'","Pinus strobus 'Pumila'","G","John Vermeulen & Son Inc., Neshanic Station, N.J., USA"," ","PT","JALP-R","1"," "," "," ","Pinaceae","Pumila'"
"647","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2277-1998*B","Pinus strobus","Pinus strobus","G","Arbres non-enregistrés de la Pinède (JJAP,B1) Relevé fait par S.M.Bailleul. (voir obs.)"," ","PT","JJAP-M2","6"," "," "," ","Pinaceae",""
"648","Pinus strobus","Pine",NA,NA,NA,NA,NA,"506-2009*A","Pinus strobus","Pinus strobus","G","Collections du Jardin botanique de Montréal, de l'Alpinum, S.G."," ","PT","JCHI-H","5"," "," "," ","Pinaceae",""
"649","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2541-88-1991*A","Pinus strobus 'Contorta'","Pinus strobus 'Contorta'","G","John Vermeulen & Son Inc., Neshanic Station, N.J., USA"," ","PT","JFRU-14A","1"," "," "," ","Pinaceae","Contorta'"
"650","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1394-2018*A","Pinus strobus 'Mini Twists'","Pinus strobus 'Mini Twists'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-19","1"," "," "," ","Pinaceae","Mini Twists'"
"651","Pinus strobus","Pine",NA,NA,NA,NA,NA,"845-1999*A","Pinus strobus 'Brevifolia'","Pinus strobus 'Brevifolia'","G","Piroche Plants Inc. Pitt Meadows, B.C., Canada"," ","PT","JFRU-13SUD","1"," "," "," ","Pinaceae","Brevifolia'"
"652","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1585-2013*A","Pinus strobus 'Mini Twists'","Pinus strobus 'Mini Twists'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-16C","1"," "," "," ","Pinaceae","Mini Twists'"
"653","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2425-1988*B","Pinus strobus 'Pygmaea'","Pinus strobus 'Pygmaea'","G","Pép. Auclair & fils, QC"," ","PT","JALP-5","1"," "," "," ","Pinaceae","Pygmaea'"
"654","Pinus strobus","Pine",NA,NA,NA,NA,NA,"513-2009*A","Pinus strobus","Pinus strobus","G","Pépinière Cramer, Québec"," ","PT","JCHI-H","10"," "," "," ","Pinaceae",""
"655","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1927-2012*A","Pinus strobus 'Diggy'","Pinus strobus 'Diggy'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-07A","1"," "," "," ","Pinaceae","Diggy'"
"656","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2769-1985*B","Pinus strobus 'Nana'","Pinus strobus 'Nana'","G","Hortico Inc., Waterdown, Ontario"," ","PT","JALP-R","1"," "," "," ","Pinaceae","Nana'"
"657","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2616-1976*B","Pinus strobus 'Torulosa'","Pinus strobus 'Torulosa'","G","Hess' Nurs. Inc., Cedarville, N.J."," ","PT","JALP-M","1"," "," "," ","Pinaceae","Torulosa'"
"658","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2013-2001*D","Pinus strobus","Pinus strobus","G","Pépinière Cramer, Québec"," ","PT","JPRE-ALP","1"," "," "," ","Pinaceae",""
"659","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2013-2001*C","Pinus strobus","Pinus strobus","G","Pépinière Cramer, Québec"," ","PT","JPRE-ERC","1"," "," "," ","Pinaceae",""
"660","Pinus strobus","Pine",NA,NA,NA,NA,NA,"40-2011*A","Pinus strobus 'Niagara Falls'","Pinus strobus 'Niagara Falls'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-5","1"," "," "," ","Pinaceae","Niagara Falls'"
"661","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2539-1988*C","Pinus strobus 'Alba'","Pinus strobus 'Alba'","G","John Vermeulen & Son Inc., Neshanic Station, N.J., USA"," ","PT","JPRE-ALP","1"," "," "," ","Pinaceae","Alba'"
"662","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1482-2011*B","Pinus strobus 'Mini Twists'","Pinus strobus 'Mini Twists'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-16B","1"," "," "," ","Pinaceae","Mini Twists'"
"663","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1261-2011*A","Pinus strobus 'Little Giant'","Pinus strobus 'Little Giant'","G","Broken Arrow Nursery, Hamden, CT 06518."," ","PT","JFRU-08A","1"," "," "," ","Pinaceae","Little Giant'"
"664","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1579-2013*A","Pinus strobus 'Stonybrook'","Pinus strobus 'Stonybrook'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-T","1"," "," "," ","Pinaceae","Stonybrook'"
"665","Pinus strobus","Pine",NA,NA,NA,NA,NA,"873-2014*A","Pinus strobus 'Stonybrook'","Pinus strobus 'Stonybrook'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-ROC","1"," "," "," ","Pinaceae","Stonybrook'"
"666","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1035-2004*B","Pinus strobus 'Nana'","Pinus strobus 'Horsford Dwarf'","G","Van Vloten Nurseries, BC "," ","PT","JALP-5","1"," "," "," ","Pinaceae","Nana'"
"667","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1954-2000*A","Pinus strobus","Pinus strobus","W","Viola, Stefano","Canada: Québec: Terrebonne Co.: Terrebonne. Stefano Viola s.n. 25 May 2000.","PT","JPRE-ILE","1"," "," "," ","Pinaceae",""
"668","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1955-1991*C","Pinus strobus","Pinus strobus","U","Collections du Jardin botanique de Montréal, de l'Alpinum, S.G."," ","PT","JCHI-A","1"," "," "," ","Pinaceae",""
"669","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2937-1990*B","Pinus strobus","Pinus strobus","G","Pépinière Cramer, Québec"," ","PT","JCHI-A","3"," "," "," ","Pinaceae",""
"670","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1035-2004*A","Pinus strobus 'Nana'","Pinus strobus 'Horsford Dwarf'","G","Van Vloten Nurseries, BC "," ","PT","JALP-5","1"," "," "," ","Pinaceae","Nana'"
"671","Pinus strobus","Pine",NA,NA,NA,NA,NA,"2073-1992*C","Pinus strobus 'Elf'","Pinus strobus 'Elf'","G","Vineland Nurseries, Vineland Station, Ont."," ","PT","JALP-R","1"," "," "," ","Pinaceae","Elf'"
"672","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1482-2011*C","Pinus strobus 'Mini Twists'","Pinus strobus 'Mini Twists'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-15C","1"," "," "," ","Pinaceae","Mini Twists'"
"673","Pinus strobus","Pine",NA,NA,NA,NA,NA,"847-1999*A","Pinus strobus 'Sea Urchin'","Pinus strobus 'Sea Urchin'","G","Piroche Plants Inc. Pitt Meadows, B.C., Canada"," ","PT","JFRU-10A","1"," "," "," ","Pinaceae","Sea Urchin'"
"674","Pinus strobus","Pine",NA,NA,NA,NA,NA,"39-2011*A","Pinus strobus 'Angel Falls'","Pinus strobus 'Angel Falls'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-X","1"," "," "," ","Pinaceae","Angel Falls'"
"675","Pinus strobus","Pine",NA,NA,NA,NA,NA,"382-2008*A","Pinus strobus 'Horsford'","Pinus strobus 'Horsford'","G","Alpines Mont Echo"," ","PT","JVIV-A6","3"," "," "," ","Pinaceae","Horsford'"
"676","Pinus strobus","Pine",NA,NA,NA,NA,NA,"980-1998*A","Pinus strobus 'White Tip'","Pinus strobus 'White Tip'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-A","1"," "," "," ","Pinaceae","White Tip'"
"677","Pinus strobus","Pine",NA,NA,NA,NA,NA,"309-2012*A","Pinus strobus 'Louie'","Pinus strobus 'Louie'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-19","1"," "," "," ","Pinaceae","Louie'"
"678","Pinus strobus","Pine",NA,NA,NA,NA,NA,"1820-2002*A","Pinus strobus 'Elkin's Dwarf'","Pinus strobus 'Elkins'","G","Roslyn Nursery, Dix Hills, NY, USA."," ","PT","JVIV-S1","1"," "," "," ","Pinaceae","Elkin's Dwarf'"
"679","Poa alpina","Bluegrass",NA,NA,NA,NA,NA,"1617-2008*A","Poa alpina","Poa alpina","W","Alain Cuerrier (botaniste)","Canada: Québec: Vient du nord avec d'autres plantes. Alain Cuerrier s.n.","PT","JPRE-ARC","mass"," "," "," ","Poaceae",""
"680","Poa pratensis","Bluegrass",NA,NA,NA,NA,NA,"2726-1994*A","Poa pratensis"," ","G","Existant au Jardin de plantes vénéneuses, sans numéro d'enregistrement"," ","PT","JVEN","mass"," "," "," ","Poaceae",""
"681","Populus balsamifera","Poplar",NA,NA,NA,NA,NA,"1615-2007*A","Populus balsamifera","Populus balsamifera","G","Pép. Québec Multiplants "," ","PT","JPRE-PIN","1"," "," "," ","Salicaceae",""
"682","Populus balsamifera","Poplar",NA,NA,NA,NA,NA,"2010-2001*A","Populus balsamifera","Populus balsamifera","G","Pépinière Cramer, Québec"," ","PT","JPRE-ARC","1"," "," "," ","Salicaceae",""
"683","Populus tremuloides","Poplar",NA,NA,NA,NA,NA,"2011-2001*C","Populus tremuloides","Populus tremuloides","G","Pépinière Cramer, Québec"," ","PT","JPRE-PES","2"," "," "," ","Salicaceae",""
"684","Populus tremuloides","Poplar",NA,NA,NA,NA,NA,"2011-2001*H","Populus tremuloides","Populus tremuloides","G","Pépinière Cramer, Québec"," ","PT","JPRE-PES","3"," "," "," ","Salicaceae",""
"685","Populus tremuloides","Poplar",NA,NA,NA,NA,NA,"2011-2001*F","Populus tremuloides","Populus tremuloides","G","Pépinière Cramer, Québec"," ","PT","JPRE-PES","3"," "," "," ","Salicaceae",""
"686","Populus tremuloides","Poplar",NA,NA,NA,NA,NA,"2011-2001*A","Populus tremuloides","Populus tremuloides","G","Pépinière Cramer, Québec"," ","PT","JPRE-ARC","3"," "," "," ","Salicaceae",""
"687","Populus tremuloides","Poplar",NA,NA,NA,NA,NA,"2011-2001*E","Populus tremuloides","Populus tremuloides","G","Pépinière Cramer, Québec"," ","PT","JPRE-PIN","5"," "," "," ","Salicaceae",""
"688","Populus tremuloides","Poplar",NA,NA,NA,NA,NA,"2011-2001*D","Populus tremuloides","Populus tremuloides","G","Pépinière Cramer, Québec"," ","PT","JPRE-PIN","4"," "," "," ","Salicaceae",""
"689","Prunella vulgaris","Heal-All","","","",NA,"","2625-1994*B","Prunella vulgaris","Prunella vulgaris","G","Existant au Jardin du Monastère, sans numéro d'enregistrement"," ","PT","JMON","1"," "," "," ","Lamiaceae",""
"690","Prunus nigra","Plum","Tertiary","","",NA,"","996-1936*A","Prunus nigra","Prunus nigra","W","St-Lambert, Co. Chambly. Par: Frère Marie-Victorin","Canada: Québec: Chambly Co.: St-Lambert.","PT","JQUE-2","3"," "," "," ","Rosaceae",""
"691","Prunus nigra","Plum","Tertiary","","",NA,"","2417-2002*A","Prunus nigra","Prunus nigra","G","La Pépinière Rustique, QC"," ","PT","JPRE-ERC","1"," "," "," ","Rosaceae",""
"692","Prunus nigra","Plum","Tertiary","","",NA,"","2417-2002*B","Prunus nigra","Prunus nigra","G","La Pépinière Rustique, QC"," ","PT","JPRE-ERB","1"," "," "," ","Rosaceae",""
"693","Prunus pumila","Cherry","Tertiary","","",NA,"","2287-2011*B","Prunus pumila var. depressa","Prunus pumila var. depressa","W","JBM - Index Seminum no. 68 (2011)","Canada: Québec: MRC La Haute-Gaspésie: Mont-Saint-Pierre, mont Saint-Pierre. Affleurement rocheux, éboulis, gravier exposé - calcaire. ca 22 m. 49°13'35.91""N, 65°47'30.95""W. Dumas, S. s.n. 15 Oct 2011.","SD","JFRU-10B","2"," "," "," ","Rosaceae","depressa"
"694","Prunus pumila","Cherry","Tertiary","","",NA,"","3141-1993*E","Prunus pumila var. depressa","Prunus depressa","W","Baie Batchewana, Parc National Lac Supérieur, Ontario, par Jean-Pierre Dufort, jardinier au JBM","Canada: Ontario.","PT","JALP-3","1"," "," "," ","Rosaceae","depressa"
"695","Prunus pumila","Cherry","Tertiary","","",NA,"","214-2015*A","Prunus pumila var. susquehanae","Prunus pumila var. susquehanae","W","Coursol, Frédéric","Canada: Québec: L'Isle-aux-Allumettes, sud du Lac Cranson. 45°48'37.82""N, 76°58'22.93""W. F. Coursol, S.M. Bailleul, P. Blais s.n. 8 Sep 2014.","SD","JFRU-30B","3"," "," "," ","Rosaceae","susquehanae"
"696","Prunus pumila","Cherry","Tertiary","","",NA,"","1555-2008*D","Prunus pumila var. depressa","Prunus depressa","W","Stéphane Dumas","Canada: Québec: Mont Saint-Pierre. Nicole Vanier et Stéphane Dumas s.n. 3 Jun 2008.","PT","JALP-1","1"," "," "," ","Rosaceae","depressa"
"697","Prunus pumila","Cherry","Tertiary","","",NA,"","2074-2014*A","Prunus pumila var. susquehanae","Prunus pumila var. susquehanae","W","Bailleul, S.M. (Botaniste)","Canada: Québec: Île aux Allumettes, au sud du lac Cranson. Pinède grise. 122 m. 45°48'37.87""N, 76°58'22.89""W. Bailleul, S.M.; Coursol, F.; Blais, P. s.n. 7 Sep 2014.","PT","JALP-1","3"," "," "," ","Rosaceae","susquehanae"
"698","Prunus pumila","Cherry","Tertiary","","",NA,"","1555-2008*C","Prunus pumila var. depressa","Prunus depressa","W","Stéphane Dumas","Canada: Québec: Mont Saint-Pierre. Nicole Vanier et Stéphane Dumas s.n. 3 Jun 2008.","PT","JALP-1","1"," "," "," ","Rosaceae","depressa"
"699","Prunus pumila","Cherry","Tertiary","","",NA,"","214-2015*H","Prunus pumila var. susquehanae","Prunus pumila var. susquehanae","W","Coursol, Frédéric","Canada: Québec: L'Isle-aux-Allumettes, sud du Lac Cranson. 45°48'37.82""N, 76°58'22.93""W. F. Coursol, S.M. Bailleul, P. Blais s.n. 8 Sep 2014.","SD","JFRU-04-05","3"," "," "," ","Rosaceae","susquehanae"
"700","Prunus pumila","Cherry","Tertiary","","",NA,"","214-2015*F","Prunus pumila var. susquehanae","Prunus pumila var. susquehanae","W","Coursol, Frédéric","Canada: Québec: L'Isle-aux-Allumettes, sud du Lac Cranson. 45°48'37.82""N, 76°58'22.93""W. F. Coursol, S.M. Bailleul, P. Blais s.n. 8 Sep 2014.","SD","JFRU-21","5"," "," "," ","Rosaceae","susquehanae"
